user_id,date,exercise_name,sets,reps,weight,target_reps,target_weight,RPE,experience_level,goal,session_number,days_since_last,volume,primary_muscle,equipment,is_compound,difficulty
1,2025-02-24,Cable Internal Rotation,3,12,12.68,12,11.95,7.9,beginner,maintenance,5,3,456.59763351808607,shoulders,cable,False,beginner
1,2025-02-27,Isometric Chest Squeezes,3,11,0.0,12,0.0,8.6,beginner,maintenance,6,3,0.0,chest,bodyweight,True,beginner
1,2025-02-27,Kneeling High Pulley Row,3,10,46.71,12,51.89,9.6,beginner,maintenance,6,3,1401.3196407211528,back,cable,True,beginner
1,2025-02-27,Knee Circles,3,11,0.0,12,0.0,8.8,beginner,maintenance,6,3,0.0,legs,bodyweight,True,beginner
1,2025-02-27,Front Cable Raise,3,13,13.05,13,12.57,7.2,beginner,maintenance,6,3,508.98776680187984,shoulders,cable,False,beginner
1,2025-02-27,Prone Manual Hamstring,3,12,0.0,13,0.0,8.6,beginner,maintenance,6,3,0.0,legs,bodyweight,False,beginner
1,2025-02-27,Janda Sit-Up,3,12,0.0,13,0.0,8.3,beginner,maintenance,6,3,0.0,core,bodyweight,False,beginner
1,2025-03-02,Isometric Chest Squeezes,3,11,0.0,12,0.0,8.6,beginner,maintenance,7,3,0.0,chest,bodyweight,True,beginner
1,2025-03-02,Wide-Grip Lat Pulldown,3,12,57.3,13,58.34,8.6,beginner,maintenance,7,3,2062.9297293178975,back,cable,True,beginner
1,2025-03-02,Seated Calf Stretch,3,12,0.0,12,0.0,7.8,beginner,maintenance,7,3,0.0,legs,bodyweight,True,beginner
1,2025-03-02,Arm Circles,3,11,0.0,12,0.0,8.9,beginner,maintenance,7,3,0.0,shoulders,bodyweight,True,beginner
1,2025-03-02,Alternate Heel Touchers,3,10,0.0,12,0.0,9.2,beginner,maintenance,7,3,0.0,core,bodyweight,False,beginner
1,2025-03-02,Middle Back Stretch,3,12,0.0,12,0.0,8.3,beginner,maintenance,7,3,0.0,back,bodyweight,True,beginner
1,2025-03-05,Standing Cable Chest Press,3,12,36.54,13,38.99,8.9,beginner,maintenance,8,3,1315.6067715505765,chest,cable,True,beginner
1,2025-03-05,Inverted Row,3,13,0.0,13,0.0,7.8,beginner,maintenance,8,3,0.0,back,bodyweight,True,beginner
1,2025-03-05,Standing Long Jump,3,11,0.0,12,0.0,8.5,beginner,maintenance,8,3,0.0,legs,bodyweight,True,beginner
1,2025-03-05,Shoulder Raise,3,12,0.0,12,0.0,8.2,beginner,maintenance,8,3,0.0,shoulders,bodyweight,True,beginner
1,2025-03-05,Kneeling Arm Drill,3,12,0.0,13,0.0,8.4,beginner,maintenance,8,3,0.0,shoulders,bodyweight,True,beginner
1,2025-03-05,Triceps Pushdown - V-Bar Attachment,3,13,17.61,13,16.38,7.7,beginner,maintenance,8,3,686.9584215378188,triceps,cable,False,beginner
1,2025-03-08,Push-Up Wide,3,11,0.0,12,0.0,9.2,beginner,maintenance,9,3,0.0,chest,bodyweight,True,beginner
1,2025-03-08,Straight-Arm Pulldown,3,11,21.41,12,22.12,8.7,beginner,maintenance,9,3,706.3974305165735,back,cable,False,beginner
1,2025-03-08,Step-up with Knee Raise,3,12,0.0,12,0.0,8.1,beginner,maintenance,9,3,0.0,legs,bodyweight,True,beginner
1,2025-03-08,Shoulder Stretch,3,13,0.0,13,0.0,7.2,beginner,maintenance,9,3,0.0,shoulders,bodyweight,False,beginner
1,2025-03-08,90/90 Hamstring,3,12,0.0,12,0.0,7.3,beginner,maintenance,9,3,0.0,legs,bodyweight,True,beginner
1,2025-03-08,Plank,3,11,0.0,12,0.0,8.0,beginner,maintenance,9,3,0.0,core,bodyweight,False,beginner
1,2025-03-11,Low Cable Crossover,3,13,38.95,13,37.37,7.6,beginner,maintenance,10,3,1519.1847579572266,chest,cable,True,beginner
1,2025-03-11,Rope Straight-Arm Pulldown,3,12,23.76,12,23.07,7.7,beginner,maintenance,10,3,855.3941926032094,back,cable,False,beginner
1,2025-03-11,Alternate Leg Diagonal Bound,3,13,0.0,13,0.0,7.7,beginner,maintenance,10,3,0.0,legs,bodyweight,True,beginner
1,2025-03-11,Bent Over Low-Pulley Side Lateral,3,11,24.07,12,25.37,8.7,beginner,maintenance,10,3,794.3514586347563,shoulders,cable,True,beginner
1,2025-03-11,Crunch - Legs On Exercise Ball,3,12,0.0,12,0.0,7.8,beginner,maintenance,10,3,0.0,core,bodyweight,False,beginner
1,2025-03-11,Star Jump,3,12,0.0,12,0.0,7.8,beginner,maintenance,10,3,0.0,legs,bodyweight,True,beginner
1,2025-03-14,Dynamic Chest Stretch,3,13,0.0,13,0.0,8.3,beginner,maintenance,11,3,0.0,chest,bodyweight,True,beginner
1,2025-03-14,Upper Back Stretch,3,12,0.0,13,0.0,9.2,beginner,maintenance,11,3,0.0,back,bodyweight,True,beginner
1,2025-03-14,Standing Long Jump,3,12,0.0,12,0.0,7.6,beginner,maintenance,11,3,0.0,legs,bodyweight,True,beginner
1,2025-03-14,Standing Low-Pulley Deltoid Raise,3,13,22.82,13,22.58,8.3,beginner,maintenance,11,3,889.8667511733364,shoulders,cable,True,beginner
1,2025-03-14,Alternate Heel Touchers,3,10,0.0,12,0.0,9.2,beginner,maintenance,11,3,0.0,core,bodyweight,False,beginner
1,2025-03-14,Cable Rope Overhead Triceps Extension,3,11,12.67,12,12.7,8.4,beginner,maintenance,11,3,417.9799765442105,triceps,cable,False,beginner
1,2025-03-17,Standing Cable Chest Press,3,12,36.72,13,38.99,8.7,beginner,maintenance,12,3,1321.8949925895972,chest,cable,True,beginner
1,2025-03-17,Superman,3,12,0.0,13,0.0,8.6,beginner,maintenance,12,3,0.0,back,bodyweight,True,beginner
1,2025-03-17,Ankle Circles,3,13,0.0,13,0.0,7.7,beginner,maintenance,12,3,0.0,legs,bodyweight,False,beginner
1,2025-03-17,Cable Shoulder Press,3,11,27.43,12,28.59,8.6,beginner,maintenance,12,3,905.1228214936368,shoulders,cable,True,beginner
1,2025-03-17,Spider Crawl,3,13,0.0,13,0.0,7.3,beginner,maintenance,12,3,0.0,core,bodyweight,True,beginner
1,2025-03-17,Cable Hip Adduction,3,12,24.18,13,25.75,8.4,beginner,maintenance,12,3,870.4321328577374,legs,cable,False,beginner
1,2025-03-20,Low Cable Crossover,3,11,35.55,13,38.69,9.3,beginner,maintenance,13,3,1173.1708554681761,chest,cable,True,beginner
1,2025-03-20,Kneeling High Pulley Row,3,11,53.36,12,53.73,8.6,beginner,maintenance,13,3,1761.0436311164226,back,cable,True,beginner
1,2025-03-20,Star Jump,3,13,0.0,13,0.0,7.3,beginner,maintenance,13,3,0.0,legs,bodyweight,True,beginner
1,2025-03-20,Shoulder Circles,3,12,0.0,12,0.0,7.4,beginner,maintenance,13,3,0.0,shoulders,bodyweight,True,beginner
1,2025-03-20,Lower Back Curl,3,12,0.0,12,0.0,7.2,beginner,maintenance,13,3,0.0,core,bodyweight,False,beginner
1,2025-03-20,Kneeling Arm Drill,3,14,0.0,14,0.0,7.4,beginner,maintenance,13,3,0.0,shoulders,bodyweight,True,beginner
1,2025-03-23,Pushups (Close and Wide Hand Positions),3,12,0.0,12,0.0,7.8,beginner,maintenance,14,3,0.0,chest,bodyweight,True,beginner
1,2025-03-23,Wide-Grip Lat Pulldown,3,12,56.28,13,58.34,8.6,beginner,maintenance,14,3,2025.930626109083,back,cable,True,beginner
1,2025-03-23,Standing Hip Flexors,3,12,0.0,13,0.0,8.0,beginner,maintenance,14,3,0.0,legs,bodyweight,False,beginner
1,2025-03-23,Bent Over Low-Pulley Side Lateral,3,13,27.72,12,25.37,8.0,beginner,maintenance,14,3,1080.9930001626765,shoulders,cable,True,beginner
1,2025-03-23,Crunch - Legs On Exercise Ball,3,12,0.0,13,0.0,8.2,beginner,maintenance,14,3,0.0,core,bodyweight,False,beginner
1,2025-03-23,Single-Arm Cable Crossover,3,12,15.91,12,15.75,7.7,beginner,maintenance,14,3,572.6441167513041,chest,cable,False,beginner
1,2025-03-26,Single-Arm Cable Crossover,3,11,15.55,12,15.75,8.0,beginner,maintenance,15,3,513.1185854215985,chest,cable,False,beginner
1,2025-03-26,Cable Incline Pushdown,3,12,20.08,13,21.55,8.3,beginner,maintenance,15,3,722.9936529760903,back,cable,False,beginner
1,2025-03-26,Glute Kickback,3,11,0.0,13,0.0,9.6,beginner,maintenance,15,3,0.0,legs,bodyweight,True,beginner
1,2025-03-26,Cable Seated Lateral Raise,3,12,31.2,13,33.37,9.1,beginner,maintenance,15,3,1123.3309864023572,shoulders,cable,True,beginner
1,2025-03-26,Stomach Vacuum,3,13,0.0,13,0.0,7.5,beginner,maintenance,15,3,0.0,core,bodyweight,False,beginner
1,2025-03-26,Step-up with Knee Raise,3,13,0.0,13,0.0,8.2,beginner,maintenance,15,3,0.0,legs,bodyweight,True,beginner
1,2025-03-29,Decline Push-Up,3,12,0.0,12,0.0,8.0,beginner,maintenance,16,3,0.0,chest,bodyweight,True,beginner
1,2025-03-29,Cable Shrugs,3,13,23.92,12,21.97,7.9,beginner,maintenance,16,3,933.0316758193312,back,cable,False,beginner
1,2025-03-29,Step-up with Knee Raise,3,13,0.0,13,0.0,8.0,beginner,maintenance,16,3,0.0,legs,bodyweight,True,beginner
1,2025-03-29,External Rotation with Cable,3,11,10.01,12,10.81,8.8,beginner,maintenance,16,3,330.16821484542714,shoulders,cable,False,beginner
1,2025-03-29,Decline Oblique Crunch,3,12,0.0,12,0.0,7.7,beginner,maintenance,16,3,0.0,core,bodyweight,False,beginner
1,2025-03-29,Standing Rope Crunch,3,12,0.0,13,0.0,8.4,beginner,maintenance,16,3,0.0,core,cable,False,beginner
1,2025-04-01,Pushups,3,11,0.0,12,0.0,8.6,beginner,maintenance,17,3,0.0,chest,bodyweight,True,beginner
1,2025-04-01,Rope Straight-Arm Pulldown,3,11,21.97,12,23.07,8.7,beginner,maintenance,17,3,724.8894541364218,back,cable,False,beginner
1,2025-04-01,Rear Leg Raises,3,11,0.0,12,0.0,8.0,beginner,maintenance,17,3,0.0,legs,bodyweight,False,beginner
1,2025-04-01,Shoulder Stretch,3,12,0.0,13,0.0,8.5,beginner,maintenance,17,3,0.0,shoulders,bodyweight,False,beginner
1,2025-04-01,Isometric Neck Exercise - Front And Back,3,11,0.0,12,0.0,8.6,beginner,maintenance,17,3,0.0,neck,bodyweight,False,beginner
1,2025-04-01,Ankle On The Knee,3,13,0.0,13,0.0,7.3,beginner,maintenance,17,3,0.0,legs,bodyweight,False,beginner
1,2025-04-04,Dynamic Chest Stretch,3,11,0.0,13,0.0,9.8,beginner,maintenance,18,3,0.0,chest,bodyweight,True,beginner
1,2025-04-04,Kneeling High Pulley Row,3,12,57.24,12,53.73,8.2,beginner,maintenance,18,3,2060.7512941897667,back,cable,True,beginner
1,2025-04-04,Standing Soleus And Achilles Stretch,3,12,0.0,13,0.0,8.9,beginner,maintenance,18,3,0.0,legs,bodyweight,False,beginner
1,2025-04-04,Low Pulley Row To Neck,3,11,22.58,12,23.42,9.3,beginner,maintenance,18,3,745.0076284023211,shoulders,cable,True,beginner
1,2025-04-04,Cable Deadlifts,3,12,59.16,12,57.65,7.6,beginner,maintenance,18,3,2129.9385651229713,legs,cable,True,beginner
1,2025-04-04,Kneeling Hip Flexor,3,11,0.0,12,0.0,9.1,beginner,maintenance,18,3,0.0,legs,bodyweight,True,beginner
1,2025-04-07,Push-Up Wide,3,13,0.0,12,0.0,7.4,beginner,maintenance,19,3,0.0,chest,bodyweight,True,beginner
1,2025-04-07,Straight-Arm Pulldown,3,12,23.94,12,22.86,7.7,beginner,maintenance,19,3,861.8370926673241,back,cable,False,beginner
1,2025-04-07,Seated Calf Stretch,3,13,0.0,12,0.0,8.1,beginner,maintenance,19,3,0.0,legs,bodyweight,True,beginner
1,2025-04-07,Low Pulley Row To Neck,3,12,25.14,12,23.42,7.7,beginner,maintenance,19,3,905.0760246106262,shoulders,cable,True,beginner
1,2025-04-07,Wind Sprints,3,11,0.0,12,0.0,8.9,beginner,maintenance,19,3,0.0,core,bodyweight,False,beginner
1,2025-04-07,Cable Shrugs,3,11,21.1,12,22.71,8.2,beginner,maintenance,19,3,696.3575260685806,back,cable,False,beginner
1,2025-04-10,Incline Push-Up,3,13,0.0,12,0.0,8.1,beginner,maintenance,20,3,0.0,chest,bodyweight,True,beginner
1,2025-04-10,One Arm Lat Pulldown,3,11,42.7,12,46.57,8.9,beginner,maintenance,20,3,1408.935760726055,back,cable,True,beginner
1,2025-04-10,Split Jump,3,11,0.0,12,0.0,8.4,beginner,maintenance,20,3,0.0,legs,bodyweight,True,beginner
1,2025-04-10,Alternating Cable Shoulder Press,3,10,25.19,12,27.92,9.4,beginner,maintenance,20,3,755.6716170717058,shoulders,cable,True,beginner
1,2025-04-10,Inverted Row,3,12,0.0,14,0.0,9.9,beginner,maintenance,20,3,0.0,back,bodyweight,True,beginner
1,2025-04-10,Scissor Kick,3,12,0.0,12,0.0,8.0,beginner,maintenance,20,3,0.0,core,bodyweight,False,beginner
1,2025-04-13,Push-Ups With Feet Elevated,3,12,0.0,12,0.0,7.9,beginner,maintenance,21,3,0.0,chest,bodyweight,True,beginner
1,2025-04-13,Straight-Arm Pulldown,3,12,22.05,13,22.86,8.9,beginner,maintenance,21,3,793.6493786699139,back,cable,False,beginner
1,2025-04-13,Prone Manual Hamstring,3,15,0.0,14,0.0,7.7,beginner,maintenance,21,3,0.0,legs,bodyweight,False,beginner
1,2025-04-13,Cable Rope Rear-Delt Rows,3,12,22.4,13,24.01,8.6,beginner,maintenance,21,3,806.5018513743526,shoulders,cable,True,beginner
1,2025-04-13,Moving Claw Series,3,13,0.0,12,0.0,7.7,beginner,maintenance,21,3,0.0,legs,bodyweight,True,beginner
1,2025-04-13,Pushups,3,12,0.0,12,0.0,8.3,beginner,maintenance,21,3,0.0,chest,bodyweight,True,beginner
1,2025-04-16,Push-Up Wide,3,12,0.0,13,0.0,8.9,beginner,maintenance,22,3,0.0,chest,bodyweight,True,beginner
1,2025-04-16,Dancer's Stretch,3,12,0.0,13,0.0,8.6,beginner,maintenance,22,3,0.0,back,bodyweight,True,beginner
1,2025-04-16,Scissors Jump,3,12,0.0,13,0.0,8.8,beginner,maintenance,22,3,0.0,legs,bodyweight,True,beginner
1,2025-04-16,Kneeling Arm Drill,3,13,0.0,15,0.0,9.7,beginner,maintenance,22,3,0.0,shoulders,bodyweight,True,beginner
1,2025-04-16,Jackknife Sit-Up,3,13,0.0,13,0.0,7.1,beginner,maintenance,22,3,0.0,core,bodyweight,False,beginner
1,2025-04-16,Shoulder Raise,3,10,0.0,12,0.0,9.7,beginner,maintenance,22,3,0.0,shoulders,bodyweight,True,beginner
1,2025-04-19,Dynamic Chest Stretch,3,13,0.0,13,0.0,7.5,beginner,maintenance,23,3,0.0,chest,bodyweight,True,beginner
1,2025-04-19,One Arm Against Wall,3,11,0.0,12,0.0,8.5,beginner,maintenance,23,3,0.0,back,bodyweight,False,beginner
1,2025-04-19,Linear 3-Part Start Technique,3,13,0.0,12,0.0,8.0,beginner,maintenance,23,3,0.0,legs,bodyweight,True,beginner
1,2025-04-19,Arm Circles,3,11,0.0,12,0.0,8.9,beginner,maintenance,23,3,0.0,shoulders,bodyweight,True,beginner
1,2025-04-19,Bent-Knee Hip Raise,3,11,0.0,13,0.0,9.1,beginner,maintenance,23,3,0.0,core,bodyweight,False,beginner
1,2025-04-19,Dancer's Stretch,3,12,0.0,14,0.0,10.0,beginner,maintenance,23,3,0.0,back,bodyweight,True,beginner
1,2025-04-22,Dynamic Chest Stretch,3,13,0.0,13,0.0,8.1,beginner,maintenance,24,3,0.0,chest,bodyweight,True,beginner
1,2025-04-22,Child's Pose,3,11,0.0,12,0.0,8.4,beginner,maintenance,24,3,0.0,back,bodyweight,True,beginner
1,2025-04-22,Scissors Jump,3,14,0.0,13,0.0,7.5,beginner,maintenance,24,3,0.0,legs,bodyweight,True,beginner
1,2025-04-22,Bent Over Low-Pulley Side Lateral,3,12,26.24,12,25.37,7.7,beginner,maintenance,24,3,944.6934579471524,shoulders,cable,True,beginner
1,2025-04-22,Standing Hip Flexors,3,11,0.0,13,0.0,9.5,beginner,maintenance,24,3,0.0,legs,bodyweight,False,beginner
1,2025-04-22,Cable Hammer Curls - Rope Attachment,3,12,11.69,12,11.64,7.6,beginner,maintenance,24,3,420.8649460944594,biceps,cable,False,beginner
1,2025-04-25,Dynamic Chest Stretch,3,12,0.0,13,0.0,8.9,beginner,maintenance,25,3,0.0,chest,bodyweight,True,beginner
1,2025-04-25,Wide-Grip Lat Pulldown,3,13,63.85,13,60.18,7.9,beginner,maintenance,25,3,2490.009059906149,back,cable,True,beginner
1,2025-04-25,On Your Side Quad Stretch,3,13,0.0,12,0.0,7.6,beginner,maintenance,25,3,0.0,legs,bodyweight,False,beginner
1,2025-04-25,Shoulder Stretch,3,14,0.0,14,0.0,7.7,beginner,maintenance,25,3,0.0,shoulders,bodyweight,False,beginner
1,2025-04-25,Standing Lateral Stretch,3,12,0.0,12,0.0,7.9,beginner,maintenance,25,3,0.0,core,bodyweight,False,beginner
1,2025-04-25,Cat Stretch,3,11,0.0,12,0.0,9.0,beginner,maintenance,25,3,0.0,back,bodyweight,True,beginner
1,2025-04-28,Decline Push-Up,3,11,0.0,12,0.0,8.8,beginner,maintenance,26,3,0.0,chest,bodyweight,True,beginner
1,2025-04-28,Hug Knees To Chest,3,11,0.0,12,0.0,8.5,beginner,maintenance,26,3,0.0,back,bodyweight,True,beginner
1,2025-04-28,Hamstring Stretch,3,11,0.0,13,0.0,9.1,beginner,maintenance,26,3,0.0,legs,bodyweight,False,beginner
1,2025-04-28,External Rotation with Cable,3,12,10.06,13,10.81,8.6,beginner,maintenance,26,3,362.00464491389477,shoulders,cable,False,beginner
1,2025-04-28,Bottoms Up,3,11,0.0,12,0.0,8.9,beginner,maintenance,26,3,0.0,core,bodyweight,False,beginner
1,2025-04-28,Isometric Chest Squeezes,3,11,0.0,12,0.0,8.5,beginner,maintenance,26,3,0.0,chest,bodyweight,True,beginner
1,2025-05-01,Pushups,3,12,0.0,13,0.0,8.8,beginner,maintenance,27,3,0.0,chest,bodyweight,True,beginner
1,2025-05-01,Scapular Pull-Up,3,12,0.0,12,0.0,8.2,beginner,maintenance,27,3,0.0,back,bodyweight,True,beginner
1,2025-05-01,Knee Tuck Jump,3,11,0.0,12,0.0,8.6,beginner,maintenance,27,3,0.0,legs,bodyweight,True,beginner
1,2025-05-01,Cable Rear Delt Fly,3,11,8.75,12,8.79,8.5,beginner,maintenance,27,3,288.89794025272465,shoulders,cable,False,beginner
1,2025-05-01,Wide-Grip Lat Pulldown,3,12,56.05,13,60.18,8.3,beginner,maintenance,27,3,2017.6876362590956,back,cable,True,beginner
1,2025-05-01,Jackknife Sit-Up,3,15,0.0,14,0.0,7.6,beginner,maintenance,27,3,0.0,core,bodyweight,False,beginner
1,2025-05-04,Pushups (Close and Wide Hand Positions),3,11,0.0,12,0.0,9.0,beginner,maintenance,28,3,0.0,chest,bodyweight,True,beginner
1,2025-05-04,One Arm Against Wall,3,11,0.0,13,0.0,9.7,beginner,maintenance,28,3,0.0,back,bodyweight,False,beginner
1,2025-05-04,Standing Hip Flexors,3,14,0.0,13,0.0,7.5,beginner,maintenance,28,3,0.0,legs,bodyweight,False,beginner
1,2025-05-04,Seated Cable Shoulder Press,3,11,25.83,13,28.03,9.8,beginner,maintenance,28,3,852.4267648531613,shoulders,cable,True,beginner
1,2025-05-04,Kneeling Cable Crunch With Alternating Oblique Twists,3,11,0.0,12,0.0,8.0,beginner,maintenance,28,3,0.0,core,cable,False,beginner
1,2025-05-04,Cable Internal Rotation,3,12,11.52,13,11.95,8.3,beginner,maintenance,28,3,414.7889984030131,shoulders,cable,False,beginner
1,2025-05-07,Isometric Chest Squeezes,3,12,0.0,12,0.0,7.8,beginner,maintenance,29,3,0.0,chest,bodyweight,True,beginner
1,2025-05-07,Straight-Arm Pulldown,3,11,20.97,13,22.86,9.6,beginner,maintenance,29,3,691.9461405796991,back,cable,False,beginner
1,2025-05-07,Hamstring Stretch,3,13,0.0,13,0.0,7.1,beginner,maintenance,29,3,0.0,legs,bodyweight,False,beginner
1,2025-05-07,Low Pulley Row To Neck,3,11,23.09,12,24.13,8.9,beginner,maintenance,29,3,761.8389415621014,shoulders,cable,True,beginner
1,2025-05-07,Wrist Circles,3,12,0.0,12,0.0,8.0,beginner,maintenance,29,3,0.0,forearms,bodyweight,False,beginner
1,2025-05-07,Cable Hip Adduction,3,14,26.3,14,25.75,7.1,beginner,maintenance,29,3,1104.5234246875818,legs,cable,False,beginner
1,2025-05-10,Elbows Back,3,12,0.0,13,0.0,8.5,beginner,maintenance,30,3,0.0,chest,bodyweight,True,beginner
1,2025-05-10,Chin-Up,3,14,0.0,13,0.0,7.8,beginner,maintenance,30,3,0.0,back,bodyweight,True,beginner
1,2025-05-10,Upper Back-Leg Grab,3,11,0.0,12,0.0,8.4,beginner,maintenance,30,3,0.0,legs,bodyweight,True,beginner
1,2025-05-10,Shoulder Raise,3,11,0.0,12,0.0,9.2,beginner,maintenance,30,3,0.0,shoulders,bodyweight,True,beginner
1,2025-05-10,Alternate Heel Touchers,3,13,0.0,13,0.0,7.2,beginner,maintenance,30,3,0.0,core,bodyweight,False,beginner
1,2025-05-10,Knee Tuck Jump,3,12,0.0,12,0.0,7.9,beginner,maintenance,30,3,0.0,legs,bodyweight,True,beginner
1,2025-05-13,Incline Push-Up,3,11,0.0,12,0.0,8.7,beginner,maintenance,31,3,0.0,chest,bodyweight,True,beginner
1,2025-05-13,Superman,3,14,0.0,14,0.0,7.4,beginner,maintenance,31,3,0.0,back,bodyweight,True,beginner
1,2025-05-13,Star Jump,3,14,0.0,14,0.0,7.9,beginner,maintenance,31,3,0.0,legs,bodyweight,True,beginner
1,2025-05-13,Low Pulley Row To Neck,3,11,22.46,12,24.13,8.8,beginner,maintenance,31,3,741.2292788114138,shoulders,cable,True,beginner
1,2025-05-13,Sit-Up,3,10,0.0,12,0.0,9.1,beginner,maintenance,31,3,0.0,core,bodyweight,False,beginner
1,2025-05-13,Push-Up Wide,3,11,0.0,13,0.0,9.6,beginner,maintenance,31,3,0.0,chest,bodyweight,True,beginner
1,2025-05-16,Cable Crossover,3,11,35.37,12,35.56,9.1,beginner,maintenance,32,3,1167.198425214986,chest,cable,True,beginner
1,2025-05-16,Seated Cable Rows,3,12,44.19,12,41.29,7.7,beginner,maintenance,32,3,1590.7573522118128,back,cable,True,beginner
1,2025-05-16,90/90 Hamstring,3,13,0.0,12,0.0,7.5,beginner,maintenance,32,3,0.0,legs,bodyweight,True,beginner
1,2025-05-16,Cable Rear Delt Fly,3,11,8.58,12,8.79,8.7,beginner,maintenance,32,3,282.9869390883972,shoulders,cable,False,beginner
1,2025-05-16,Front Leg Raises,3,10,0.0,12,0.0,9.8,beginner,maintenance,32,3,0.0,legs,bodyweight,False,beginner
1,2025-05-16,Butt-Ups,3,12,0.0,12,0.0,7.8,beginner,maintenance,32,3,0.0,core,bodyweight,False,beginner
1,2025-05-19,Dynamic Chest Stretch,3,12,0.0,13,0.0,8.7,beginner,maintenance,33,3,0.0,chest,bodyweight,True,beginner
1,2025-05-19,Child's Pose,3,12,0.0,12,0.0,7.7,beginner,maintenance,33,3,0.0,back,bodyweight,True,beginner
1,2025-05-19,Knee Across The Body,3,11,0.0,12,0.0,9.0,beginner,maintenance,33,3,0.0,legs,bodyweight,True,beginner
